Id	num	log(num+1)	Cate
Acinetobacter_terrae	4	0.698970004	Bacteria
Acinetobacter_faecalis	1	0.301029996	Bacteria
Acinetobacter_piscicola	11	1.079181246	Bacteria
Acinetobacter_tandoii	5	0.77815125	Bacteria
Acinetobacter_tianfuensis	7	0.903089987	Bacteria
Acinetobacter_chinensis	5	0.77815125	Bacteria
Acinetobacter_tibetensis	1	0.301029996	Bacteria
Acinetobacter_calcoaceticus	6	0.84509804	Bacteria
Acinetobacter_modestus	5	0.77815125	Bacteria
Acinetobacter_defluvii	17	1.255272505	Bacteria
Acinetobacter_terrestris	10	1.041392685	Bacteria
Acinetobacter_dispersus	1	0.301029996	Bacteria
Acinetobacter_harbinensis	8	0.954242509	Bacteria
Acinetobacter_rongchengensis	9	1	Bacteria
Acinetobacter_brisouii	8	0.954242509	Bacteria
Acinetobacter_gandensis	4	0.698970004	Bacteria
Acinetobacter_colistiniresistens	19	1.301029996	Bacteria
Acinetobacter_proteolyticus	6	0.84509804	Bacteria
Acinetobacter_genomosp.	7	0.903089987	Bacteria
Acinetobacter_septicus	1	0.301029996	Bacteria
Acinetobacter_albensis	4	0.698970004	Bacteria
Acinetobacter_geminorum	4	0.698970004	Bacteria
Acinetobacter_bohemicus	3	0.602059991	Bacteria
Acinetobacter_gerneri	9	1	Bacteria
Acinetobacter_sichuanensis	7	0.903089987	Bacteria
Acinetobacter_beijerinckii	1	0.301029996	Bacteria
